graph_name,nodes,edges,radius,diameter,density,avg_cl_coeff,avg_degree,best_score,best_algorithm
rp_0.3_0.7_8_10_70,265,12629,2,2,0.36103487707261295,0.3723858683953862,95.31320754716981,0.844700793278,Spectral
rp_0.3_0.7_8_10_80,423,31888,2,2,0.35727650611183936,0.36622071340363976,150.77068557919623,0.968889149936,Spectral
rp_0.3_0.7_8_10_90,528,49762,2,2,0.3576706342360991,0.3679252311342527,188.49242424242425,0.981690881317,Spectral
rp_0.3_0.7_8_10_100,426,32379,2,2,0.35768019884009944,0.3672856887352016,152.01408450704224,0.94228333165,Spectral
rp_0.3_0.7_9_10_40,202,6994,2,2,0.3445150485197774,0.35256540295974986,69.24752475247524,0.809702649209,Spectral
rp_0.3_0.7_9_10_50,294,15269,2,2,0.35450767337651784,0.3628461948636859,103.87074829931973,0.828563021448,Spectral
rp_0.3_0.7_9_10_60,322,18328,2,2,0.3546371006752965,0.3655014573706606,113.83850931677019,0.834903763705,Spectral
rp_0.3_0.7_9_10_70,367,23890,2,2,0.3557123926088057,0.36621917833918394,130.19073569482288,0.864329371969,K-means
rp_0.3_0.7_9_10_80,355,22434,2,2,0.35703031749820957,0.36767303202065393,126.3887323943662,0.960752403697,Spectral
rp_0.3_0.7_9_10_90,356,22340,2,2,0.3535369520493749,0.36345419479195473,125.50561797752809,0.948512789893,Spectral
rp_0.3_0.7_9_10_100,479,40229,2,2,0.3514032896288467,0.3603465595112514,167.97077244258872,0.955844089904,Spectral
rp_0.3_0.8_3_10_10,30,225,2,2,0.5172413793103449,0.5306027566631282,15.0,0.906863538932,Spectral
rp_0.3_0.8_3_10_20,54,661,2,2,0.46191474493361284,0.5012608948243283,24.48148148148148,1.0,K-means
rp_0.3_0.8_3_10_30,59,797,2,2,0.4658094681472823,0.5160865069923355,27.016949152542374,1.0,Agglomerative
rp_0.3_0.8_3_10_40,63,935,2,2,0.4787506400409626,0.5281325793199588,29.682539682539684,1.0,Agglomerative
rp_0.3_0.8_3_10_50,95,2198,2,2,0.4922732362821948,0.5336841346347763,46.27368421052632,1.0,K-means
rp_0.3_0.8_3_10_60,121,3641,2,2,0.5015151515151515,0.5457656726739237,60.18181818181818,1.0,Agglomerative
rp_0.3_0.8_3_10_70,127,4018,2,2,0.5021872265966754,0.5577431126160726,63.275590551181104,1.0,Agglomerative
rp_0.3_0.8_3_10_80,163,6401,2,2,0.48481405741119443,0.5328135517673512,78.5398773006135,1.0,Agglomerative
rp_0.3_0.8_3_10_90,144,5033,2,2,0.4888306138306138,0.5375679986673794,69.90277777777777,1.0,Agglomerative
rp_0.3_0.8_3_10_100,192,8850,2,2,0.4826570680628272,0.5280005707618096,92.1875,1.0,Agglomerative
rp_0.3_0.8_4_10_10,40,317,2,2,0.4064102564102564,0.4250879852002144,15.85,1.0,K-means
rp_0.3_0.8_4_10_20,62,806,2,2,0.4262295081967213,0.45232290950969284,26.0,1.0,Agglomerative
rp_0.3_0.8_4_10_30,69,1001,2,2,0.42668371696504687,0.45476762594472164,29.014492753623188,0.927942723581,K-means
rp_0.3_0.8_4_10_40,80,1404,2,2,0.4443037974683544,0.49714346965909656,35.1,1.0,K-means
rp_0.3_0.8_4_10_50,118,3049,2,2,0.4416920179632044,0.4852211629205175,51.67796610169491,1.0,K-means
rp_0.3_0.8_4_10_60,118,3070,2,2,0.44473417354773287,0.48279060186474304,52.03389830508475,1.0,K-means
rp_0.3_0.8_4_10_70,106,2440,2,2,0.4384546271338724,0.47628658616377634,46.0377358490566,1.0,Agglomerative
rp_0.3_0.8_4_10_80,151,5165,2,2,0.45607064017660043,0.5048560597855024,68.41059602649007,1.0,Agglomerative
rp_0.3_0.8_4_10_90,155,5502,2,2,0.46099706744868035,0.5058688792745011,70.99354838709678,0.985347182004,Agglomerative
rp_0.3_0.8_4_10_100,180,7533,2,2,0.46759776536312847,0.5211069072334663,83.7,1.0,K-means
rp_0.3_0.8_5_10_10,50,477,2,2,0.3893877551020408,0.4152932843154812,19.08,0.742485162517,Agglomerative
rp_0.3_0.8_5_10_20,78,1146,2,2,0.38161838161838163,0.40377062847987116,29.384615384615383,0.928091649362,K-means
rp_0.3_0.8_5_10_30,90,1643,2,2,0.4102372034956305,0.43408511412210643,36.51111111111111,0.977904768894,K-means
rp_0.3_0.8_5_10_40,105,2247,2,2,0.4115384615384615,0.44210652455362043,42.8,0.957483462018,Spectral
rp_0.3_0.8_5_10_50,155,4835,2,2,0.4051110180142438,0.4394812666533461,62.38709677419355,1.0,K-means
rp_0.3_0.8_5_10_60,85,1539,2,2,0.43109243697478994,0.4549712958428812,36.21176470588235,0.980473146394,Agglomerative
rp_0.3_0.8_5_10_70,272,14869,2,2,0.40343499023225526,0.4296641288248063,109.33088235294117,1.0,Agglomerative
rp_0.3_0.8_5_10_80,215,10079,2,2,0.43812214735926974,0.47898666732244005,93.75813953488372,1.0,Spectral
rp_0.3_0.8_5_10_90,259,13588,2,2,0.4066924066924067,0.43129086821071916,104.92664092664093,1.0,Agglomerative
rp_0.3_0.8_5_10_100,263,14566,2,2,0.42277885815458743,0.4598605178093697,110.7680608365019,1.0,Agglomerative
rp_0.3_0.8_6_10_20,89,1450,2,2,0.37027579162410623,0.39471171662743426,32.58426966292135,1.0,Spectral
rp_0.3_0.8_6_10_30,141,3796,2,2,0.38459979736575484,0.4060399615298026,53.843971631205676,1.0,Spectral
rp_0.3_0.8_6_10_40,165,5235,2,2,0.3869179600886918,0.4087298391794742,63.45454545454545,1.0,K-means
rp_0.3_0.8_6_10_50,229,10009,2,2,0.38339845246303533,0.40408751776451846,87.41484716157206,1.0,Agglomerative
rp_0.3_0.8_6_10_60,200,7681,2,2,0.38597989949748746,0.41023165002532425,76.81,0.989986150397,Spectral
rp_0.3_0.8_6_10_70,217,9405,2,2,0.4013056835637481,0.433226973195965,86.68202764976958,1.0,Agglomerative
rp_0.3_0.8_6_10_80,346,23270,2,2,0.3898802044064673,0.41290512882311897,134.50867052023122,1.0,Agglomerative
rp_0.3_0.8_6_10_90,332,21849,2,2,0.3976449605066793,0.42295011030561275,131.62048192771084,1.0,K-means
rp_0.3_0.8_6_10_100,368,26733,2,2,0.3958802274612013,0.41956198782053955,145.28804347826087,1.0,Agglomerative
rp_0.3_0.8_7_10_10,70,837,2,2,0.34658385093167704,0.36524985189817677,23.914285714285715,0.765608705471,Spectral
rp_0.3_0.8_7_10_20,97,1799,2,2,0.3863831615120275,0.3992049701575079,37.09278350515464,0.841086669566,Spectral
rp_0.3_0.8_7_10_30,155,4402,2,2,0.36883116883116884,0.38644987054000207,56.8,0.986930162597,Spectral
rp_0.3_0.8_7_10_40,191,6874,2,2,0.37883714521906864,0.3990875653699495,71.97905759162303,0.960488035548,Spectral
rp_0.3_0.8_7_10_50,211,8540,2,2,0.3854660347551343,0.4060611767277616,80.9478672985782,0.990944811961,Spectral
rp_0.3_0.8_7_10_60,254,12357,2,2,0.38458186797796523,0.40532447430768126,97.2992125984252,0.992445771379,Spectral
rp_0.3_0.8_7_10_70,205,8105,2,2,0.38761358201817314,0.41210682381872055,79.07317073170732,0.963317278101,Agglomerative
rp_0.3_0.8_7_10_80,405,31161,2,2,0.3808947561422809,0.4013544619358094,153.88148148148147,0.995171493996,Agglomerative
